Source,RA,DEC,Plx,Gmag,BPmag,RPmag
635119354049610496,137.74195833333332,17.778916666666667,4.93,20.502,21.629499,18.9398
637230382013613440,137.75975,21.584888888888887,5.596,16.7763,18.228001,15.585
688627572746112896,137.79675,25.848388888888888,5.581,16.5199,17.841299,15.3864
686937722157550592,137.83529166666665,23.20438888888889,5.3093,19.3069,20.960899,17.9023
688600703430777344,137.86845833333334,25.527944444444444,5.8201,17.0037,18.679199,15.7288
687355953189001472,137.95008333333334,24.449055555555557,6.2451,17.2204,18.961599,15.9403
687282487772686080,137.976625,24.085749999999997,5.8915,19.4254,20.8454,18.0075
606172648862823680,137.99425000000002,13.631194444444445,5.0606,17.1548,18.663601,15.9527
606197525313449856,138.02349999999998,13.723083333333333,5.9196,16.6131,18.072701,15.4198
635955704439525248,138.14925,19.681361111111112,5.9508,14.2602,15.4219,13.1934
606655922878057216,138.1494583333333,14.36888888888889,5.3264,16.2432,17.566,15.1074
695033121331708416,138.1952083333333,27.05438888888889,5.4972,15.9032,17.3911,14.7111
687744248296415232,138.22675,24.822,5.1,16.1237,17.371901,14.9819
635478653832032896,138.25125,18.830472222222223,4.8759,18.0388,19.688101,16.7593
688949278682978048,138.27616666666665,26.48763888888889,5.2513,19.9953,20.8755,18.461201
635258510988565760,138.40633333333335,18.312361111111112,5.2821,18.9231,20.763399,17.5553
631942933674830464,138.45083333333332,16.786972222222225,5.6896,17.6455,19.384199,16.3381
635886332127941376,138.45558333333332,19.37886111111111,5.0545,17.5379,19.3491,16.2164
635155504788481536,138.54879166666666,17.7935,4.9069,16.5313,17.9849,15.3333
638773276000928000,138.57358333333332,22.124111111111112,5.0494,15.666,16.843599,14.5871
606585760292268544,138.575,14.075027777777777,5.601,16.2779,17.889299,15.0357
638724240358758144,138.581,21.984111111111112,6.0039,19.5939,21.500601,18.1071
635665609464120064,138.73229166666664,18.886388888888888,6.3523,17.6073,19.384899,16.3102
687680579700944512,138.83958333333334,24.42602777777778,5.4457,18.2596,20.246901,16.8883
635594892827524608,139.0520416666667,18.56072222222222,4.9717,19.1767,20.915001,17.8057
636123311243890304,139.07695833333332,20.50311111111111,4.9998,16.4288,17.8978,15.2307
687810532527911168,139.231,24.96936111111111,5.4439,13.2931,13.9963,12.4955
632190633028886144,139.23583333333335,18.070166666666665,5.7356,18.2255,19.8314,16.913401
606720274372908416,139.25954166666668,14.560166666666667,5.3236,17.8157,19.5439,16.5333
636105551553941632,139.292125,20.336499999999997,6.195,18.2535,19.970501,16.9638
632172628525953792,139.34095833333333,17.936722222222222,6.0491,18.2753,20.3873,16.882799
687578771796741632,139.41416666666666,24.45036111111111,5.1192,17.2091,0.0,0.0
606776319401289088,139.46791666666667,15.141472222222221,5.5942,16.2079,17.580799,15.0516
635632070063825920,139.5675416666667,18.85663888888889,6.1075,19.284,21.288099,17.7917
630883180559678208,139.62341666666669,15.814583333333333,6.0979,17.6826,19.1782,16.465799
